sales_month,category,state,customer_segment,total_orders,total_customers,total_sellers,total_quantity,total_sales,average_order_value,average_unit_price
2025-01-01,Fashion,West Bengal,Premium,82,78,81,115,1733788.9299999997,21143.767439024,15389.592682926828
2025-01-01,Home & Kitchen,Delhi,New,101,101,93,144,2783215.4499999997,27556.588613861,19723.007029702971
2025-01-01,Electronics,West Bengal,New,92,88,91,126,1899282.2,20644.37173913,15258.628804347823
2025-01-01,Fashion,Gujarat,Regular,514,497,400,715,11066189.819999997,21529.552178988,15196.611342412449
2025-01-01,Grocery,Karnataka,Regular,424,414,339,550,7949108.459999999,18747.897311321,14599.370330188682
2025-01-01,Sports,West Bengal,New,42,42,41,54,1200236.44,28577.058095238,19516.556428571428
2025-01-01,Electronics,Tamil Nadu,Premium,153,143,141,214,2910612.709999999,19023.61248366,15116.538039215686
2025-01-01,Beauty,Karnataka,Regular,414,407,334,561,7818628.7,18885.576570048,14237.290724637685
2025-01-01,Beauty,Uttar Pradesh,Premium,82,80,81,122,2478228.05,30222.293292683,21087.278170731708
2025-01-01,Fashion,Telangana,New,139,132,127,181,3218076.0100000007,23151.625971223,14994.527050359713
2025-01-01,Home & Kitchen,Tamil Nadu,Premium,113,108,109,154,1871355.3099999998,16560.666460177,13412.51362831858
2025-01-01,Home & Kitchen,Tamil Nadu,New,115,110,112,161,2399509.9700000007,20865.304086957,14073.626347826086
2025-01-01,Fashion,Tamil Nadu,Premium,116,109,110,153,3525331.5900000012,30390.789568966,22619.416465517239
2025-01-01,Beauty,Delhi,Premium,76,74,74,103,1797832.56,23655.691578947,16460.959473684212
2025-01-01,Electronics,Karnataka,Premium,185,180,164,250,4128609.49,22316.808054054,17206.291675675675
2025-01-01,Fashion,Telangana,Premium,141,133,133,199,2591063.9000000004,18376.339716312,12809.435886524818
2025-01-01,Electronics,Tamil Nadu,New,144,139,137,199,2866126.2000000007,19903.654166667,14229.13548611111
2025-01-01,Grocery,West Bengal,New,41,41,41,52,726279.39999999991,17714.131707317,14744.741463414633
2025-01-01,Grocery,Uttar Pradesh,New,75,74,73,106,1568896.5999999999,20918.621333333,13447.421733333331
2025-01-01,Fashion,Maharashtra,Premium,187,182,171,243,3926875.71,20999.335347594,16356.080641711229
2025-01-01,Fashion,Tamil Nadu,New,123,121,117,156,2058754.6199999999,16737.842439024,13643.017967479676
2025-01-01,Sports,Delhi,Premium,41,40,40,51,698965.57000000007,17047.940731707,15038.169024390243
2025-01-01,Home & Kitchen,Delhi,Premium,85,83,80,122,2012136.0799999998,23672.189176471,16629.13388235294
2025-01-01,Sports,Karnataka,Regular,363,358,297,492,9162166.95,25240.129338843,17667.24132231405
2025-01-01,Electronics,Uttar Pradesh,New,186,176,170,235,3717885.2099999995,19988.63016129,15443.148333333336
2025-01-01,Grocery,Uttar Pradesh,Regular,455,447,378,616,9568053.8899999969,21028.689868132,14270.048989010989
2025-01-01,Fashion,Gujarat,Premium,102,99,101,143,2425436.21,23778.786372549,15895.751568627447
2025-01-01,Home & Kitchen,Maharashtra,Premium,179,171,163,250,3705372.9299999992,20700.407430168,14106.006145251398
2025-01-01,Sports,Delhi,Regular,246,245,215,345,5408211.870000001,21984.601097561,15855.104878048771
2025-01-01,Sports,Uttar Pradesh,Premium,77,76,73,108,2087044.56,27104.474805195,16254.226623376617
2025-01-01,Home & Kitchen,Gujarat,Regular,429,418,350,614,9603756.4999999963,22386.378787879,14711.938181818185
2025-01-01,Beauty,Telangana,Regular,338,332,278,462,5962375.24,17640.163431953,13501.588639053256
2025-01-01,Grocery,Maharashtra,New,127,126,120,187,2180940.5399999996,17172.76015748,13067.931496062998
2025-02-01,Sports,Delhi,Premium,33,32,33,44,543568.94,16471.786060606,13492.838181818184
2025-02-01,Electronics,West Bengal,New,98,98,94,132,2073282.0300000003,21155.939081633,15659.519489795919
2025-02-01,Home & Kitchen,Telangana,Premium,113,110,107,156,2132981.7800000003,18875.944955752,15059.744424778763
2025-02-01,Beauty,Karnataka,Premium,75,74,72,98,1651375.19,22018.335866667,15473.249066666673
2025-02-01,Grocery,Karnataka,New,76,75,74,116,1766087.6800000002,23237.995789474,15808.034078947367
2025-02-01,Sports,Karnataka,New,61,59,58,84,1205475.29,19761.89,12768.281311475408
2025-02-01,Home & Kitchen,Telangana,New,115,114,112,159,2321834.79,20189.86773913,14434.534782608695
2025-02-01,Fashion,Telangana,Premium,116,112,109,148,2056067.6400000001,17724.721034483,14542.788448275862
2025-02-01,Electronics,Gujarat,Regular,540,521,408,729,10985386.040000001,20343.307481481,14221.362703703704
2025-02-01,Grocery,Telangana,New,80,79,78,113,1470183.93,18377.299125,14791.450625000005
2025-02-01,Fashion,Telangana,New,137,135,132,187,3244632.0799999996,23683.445839416,17912.163722627734
2025-02-01,Grocery,Karnataka,Premium,85,83,82,107,987987.6,11623.383529412,10259.208705882354
2025-02-01,Electronics,Telangana,New,144,140,134,196,2507281.31,17411.675763889,12463.65708333333
2025-02-01,Fashion,Gujarat,Regular,441,429,362,603,8685819.01,19695.734716553,14911.567165532882
2025-02-01,Home & Kitchen,Gujarat,Regular,388,376,324,544,6934524.17,17872.484974227,13736.57128865979
2025-02-01,Electronics,Telangana,Premium,160,148,152,213,3086662.33,19291.6395625,13999.504125000001
2025-02-01,Sports,Delhi,New,47,47,47,64,1222860.0299999998,26018.298510638,18428.767659574471
2025-02-01,Grocery,Delhi,New,47,47,46,67,948947.7,20190.376595745,16664.566595744684
2025-02-01,Beauty,Telangana,New,72,71,71,107,2037188.1799999997,28294.280277778,17086.225833333338
2025-02-01,Grocery,Telangana,Premium,69,67,67,97,1383984.7799999998,20057.750434783,15300.915652173913
2025-02-01,Sports,Telangana,Premium,69,69,69,94,1327508.5199999998,19239.253913043,12992.998985507249
2025-02-01,Beauty,Telangana,Regular,325,317,271,469,6912159.4999999981,21268.183076923,14605.952338461537
2025-02-01,Grocery,Gujarat,Regular,264,260,226,363,4286459.53,16236.589128788,13338.610530303027
2025-02-01,Sports,Telangana,Regular,332,329,278,466,6294503.2600000007,18959.347168675,14559.687228915664
2025-02-01,Grocery,Telangana,Regular,336,328,288,440,6689858.8999999994,19910.294345238,14320.538898809527
2025-02-01,Electronics,West Bengal,Regular,410,396,339,558,6683982.3499999987,16302.39597561,11620.452317073177
2025-02-01,Sports,Tamil Nadu,Premium,43,43,42,61,653371.14999999991,15194.677906977,12139.462558139534
2025-02-01,Sports,Gujarat,Regular,254,247,226,343,5503501.7800000021,21667.32984252,15510.923661417322
2025-02-01,Beauty,Gujarat,Regular,248,245,226,337,5919830.1800000016,23870.282983871,15736.268750000003
2025-02-01,Beauty,Telangana,Premium,55,55,54,79,1072716.75,19503.940909091,13622.171999999999
2025-02-01,Sports,Telangana,New,54,53,53,80,772055.33,14297.320925926,11067.395925925926
2025-02-01,Home & Kitchen,Telangana,Regular,524,510,410,693,8243356.6299999971,15731.596622137,12855.640839694657
2025-02-01,Fashion,Telangana,Regular,563,542,436,779,14105230.93,25053.696145648,17602.989680284194
2025-02-01,Electronics,Tamil Nadu,Regular,687,660,491,943,13239273.979999995,19271.141164483,14206.600553129549
2025-02-01,Home & Kitchen,Karnataka,New,123,119,116,182,2994886.8500000006,24348.673577236,15707.079674796749
2025-02-01,Home & Kitchen,Karnataka,Premium,127,124,119,164,2455982.4300000006,19338.444330709,14249.562519685034
2025-02-01,Fashion,Karnataka,New,129,126,120,179,2556494.4900000007,19817.786744186,16138.063100775194
2025-02-01,Electronics,Telangana,Regular,699,675,492,961,13899118.060000012,19884.2890701,14467.425751072955
2025-02-01,Fashion,West Bengal,Regular,399,387,338,531,8115798.5299999956,20340.347192982,15485.843934837092
2025-02-01,Fashion,Tamil Nadu,Regular,582,560,443,816,13016731.2,22365.517525773,16593.136512027486
2025-02-01,Sports,Uttar Pradesh,Premium,60,60,58,74,1180389.87,19673.1645,15455.630166666671
2025-02-01,Electronics,Gujarat,New,113,108,107,141,2066339.0699999996,18286.186460177,14787.500796460183
2025-02-01,Home & Kitchen,Tamil Nadu,Regular,471,463,373,665,9795517.5900000017,20797.277261146,14789.877919320594
2025-02-01,Fashion,Gujarat,New,112,109,103,154,2036787.5199999996,18185.602857143,15632.873571428572
2025-02-01,Fashion,Maharashtra,Premium,155,152,146,213,2976176.4,19201.138064516,15697.962258064515
2025-02-01,Beauty,Uttar Pradesh,Premium,74,72,72,98,1684560.9200000004,22764.336756757,18545.965540540543
2025-02-01,Beauty,Uttar Pradesh,New,75,74,74,106,1907741.1299999997,25436.5484,15661.452666666662
2025-02-01,Grocery,Tamil Nadu,Regular,353,347,306,487,6994556.27,19814.606997167,15212.151388101986
2025-02-01,Sports,Uttar Pradesh,New,77,74,75,104,1824214.0699999998,23691.091818182,16768.157532467529
2025-02-01,Grocery,Uttar Pradesh,Premium,85,84,80,118,1921883.7600000002,22610.397176471,14885.037058823531
2025-02-01,Electronics,Gujarat,Premium,99,94,97,123,1719402.89,17367.705959596,13260.30212121212
2025-02-01,Beauty,Tamil Nadu,Regular,316,311,265,419,5968492.1599999974,18887.633417722,15236.855411392407
2025-02-01,Electronics,Karnataka,Premium,160,154,150,230,2838096.0000000005,17738.1,13385.2350625
2025-02-01,Fashion,Karnataka,Premium,162,159,153,221,3321452.66,20502.794197531,14333.013086419754
2025-02-01,Home & Kitchen,Gujarat,Premium,87,83,84,125,1307017.05,15023.184482759,11060.521839080462
2025-02-01,Beauty,Delhi,New,54,53,53,67,1271759.76,23551.106666667,16749.467592592591
2025-02-01,Fashion,Gujarat,Premium,86,82,81,122,2079380.2100000004,24178.839651163,15777.565697674416
2025-02-01,Home & Kitchen,Maharashtra,New,151,148,136,206,3000798.2100000004,19872.835827815,13586.166423841058
2025-02-01,Home & Kitchen,Gujarat,New,85,82,81,117,1908400.59,22451.771647059,16506.698
2025-02-01,Sports,Tamil Nadu,Regular,242,240,221,324,4592352.0099999988,18976.661198347,13250.892727272731
2025-02-01,Grocery,Uttar Pradesh,New,102,98,99,140,1543052.5299999996,15127.965980392,11334.588333333335
2025-02-01,Electronics,Karnataka,New,177,173,163,238,2924496.7699999996,16522.580621469,12317.67813559322
2025-02-01,Home & Kitchen,West Bengal,Regular,339,328,270,481,7006858.08,20669.197876106,13895.270914454281
2025-02-01,Beauty,Gujarat,New,68,68,66,87,1819708.69,26760.421911765,21369.489117647059
2025-02-01,Home & Kitchen,Uttar Pradesh,New,123,118,113,168,2594607.7800000003,21094.372195122,17327.405853658533
2025-02-01,Home & Kitchen,Uttar Pradesh,Premium,141,138,133,195,2400481.8399999994,17024.693900709,12195.79035460993
2025-02-01,Fashion,Uttar Pradesh,Premium,141,136,139,189,2605402.66,18478.033049645,14273.326382978725
2025-02-01,Fashion,Maharashtra,New,149,145,134,205,3299965.02,22147.416241611,16057.875570469798
2025-02-01,Fashion,Uttar Pradesh,New,143,141,132,186,2647859.53,18516.50020979,15492.596013986013
2025-02-01,Home & Kitchen,Maharashtra,Premium,145,140,130,195,2602364.98,17947.344689655,12786.755172413794
2025-02-01,Electronics,Tamil Nadu,New,135,129,126,192,2885124.5,21371.292592593,14050.425037037034
2025-02-01,Fashion,Tamil Nadu,New,127,125,120,177,3596283.58,28317.193543307,18785.728503937007
2025-02-01,Beauty,Maharashtra,Premium,107,105,98,152,2902277.3199999994,27124.087102804,18555.557196261685
2025-02-01,Sports,Karnataka,Regular,344,339,291,485,8158230.7399999993,23715.787034884,16948.116453488372
2025-02-01,Grocery,Karnataka,Regular,370,362,322,505,6682791.5,18061.598648649,13764.88448648648
2025-02-01,Grocery,Gujarat,Premium,54,53,52,68,594586.04,11010.852592593,9516.6651851851857
2025-02-01,Electronics,Tamil Nadu,Premium,124,120,116,165,3120844.899999999,25168.104032258,18542.286774193544
2025-02-01,Electronics,Uttar Pradesh,New,172,165,155,249,4238229.91,24640.871569767,16807.131279069767
2025-02-01,Sports,Gujarat,New,54,53,52,70,1057687.24,19586.800740741,13516.266666666666
2025-02-01,Electronics,Uttar Pradesh,Premium,185,179,167,255,4709412.1400000006,25456.281837838,19131.943729729734
2025-02-01,Grocery,Gujarat,New,50,50,50,65,1188861.63,23777.2326,16570.924199999998
2025-02-01,Beauty,Karnataka,Regular,384,380,331,529,7844079.7599999988,20427.291041667,14673.834609375004
2025-02-01,Sports,Gujarat,Premium,48,48,47,66,648339.67,13507.076458333,9448.9489583333343
2025-02-01,Beauty,Gujarat,Premium,47,47,46,54,1036175.3600000001,22046.284255319,20907.139574468089
2025-02-01,Home & Kitchen,Tamil Nadu,Premium,115,113,108,162,2811495.5099999993,24447.787043478,14800.501913043476
2025-02-01,Sports,Karnataka,Premium,73,72,71,112,2319691.88,31776.60109589,19289.07698630137
2025-02-01,Beauty,Karnataka,New,73,73,71,100,1384905.7400000002,18971.311506849,14750.53602739726
2025-02-01,Sports,Uttar Pradesh,Regular,340,337,291,457,6970687.6600000039,20502.022529412,14631.992088235298
2025-02-01,Fashion,Tamil Nadu,Premium,106,103,101,142,2449028.3600000008,23104.041132075,16736.20018867925
2025-02-01,Home & Kitchen,Tamil Nadu,New,105,103,100,129,2084696.4100000001,19854.25152381,15035.201523809526
2025-02-01,Grocery,West Bengal,Regular,225,224,206,306,3548005.8700000006,15768.914977778,12031.708755555557
2025-02-01,Beauty,Uttar Pradesh,Regular,382,377,320,527,8424276.6499999985,22053.080235602,15142.256753926695
2025-02-01,Grocery,Uttar Pradesh,Regular,397,388,327,535,7095752.2700000033,17873.431410579,13677.653123425685
2025-02-01,Grocery,Tamil Nadu,Premium,94,89,88,126,1518990.8400000008,16159.477021277,11589.333723404257
2025-02-01,Electronics,Maharashtra,New,221,211,191,295,4011172.7899999982,18150.103122172,13550.45963800905
2025-02-01,Electronics,Delhi,Regular,494,475,383,693,9789219.66,19816.234129555,13524.34704453441
2025-02-01,Home & Kitchen,Uttar Pradesh,Regular,632,615,475,880,11325062.389999993,17919.402515823,13217.123797468359
2025-02-01,Grocery,Tamil Nadu,New,79,77,73,112,1413479.1700000002,17892.141392405,12586.926329113925
2025-02-01,Fashion,Delhi,Regular,457,441,368,646,9459240.7699999958,20698.557483589,14807.000437636765
2025-02-01,Home & Kitchen,Karnataka,Regular,638,624,470,883,12482877.26,19565.638338558,14419.019968652037
2025-02-01,Fashion,Uttar Pradesh,Regular,705,684,495,986,14587674.819999995,20691.737333333,15027.952042553192
2025-02-01,Home & Kitchen,Delhi,Regular,404,395,337,547,8075397.3299999982,19988.607252475,13984.900792079208
2025-02-01,Fashion,Karnataka,Regular,732,706,535,986,15209002.939999998,20777.326420765,15229.540765027312
2025-02-01,Electronics,Uttar Pradesh,Regular,811,781,571,1086,17088468.5,21070.861282367,15444.550998766959
2025-02-01,Sports,West Bengal,Premium,34,33,32,47,1093095.99,32149.882058824,21506.899999999998
2025-02-01,Grocery,Delhi,Premium,59,58,58,76,1202685.0499999998,20384.492372881,16591.006949152539
2025-02-01,Beauty,Delhi,Regular,251,247,225,338,4807351.01,19152.792868526,14970.493665338645
2025-02-01,Electronics,Karnataka,Regular,818,797,556,1141,16875729.560000002,20630.476234719,15577.698166259162
2025-02-01,Sports,West Bengal,New,39,38,38,57,619182.89,15876.484358974,13947.345384615382
2025-02-01,Beauty,Tamil Nadu,Premium,64,64,62,84,708077.38000000012,11063.7090625,7565.2024999999994
2025-02-01,Grocery,Delhi,Regular,233,230,208,303,4304022.0999999978,18472.197854077,13606.013605150214
2025-02-01,Beauty,West Bengal,Premium,42,41,41,53,913658.4,21753.771428571,17913.002857142856
2025-02-01,Beauty,Tamil Nadu,New,61,59,58,97,1447632.19,23731.675245902,15956.983770491803
2025-02-01,Sports,Delhi,Regular,207,202,188,290,3991708.2299999995,19283.614637681,13824.25222222222
2025-02-01,Grocery,West Bengal,Premium,46,46,46,60,468265.33999999997,10179.681304348,7160.84652173913
2025-02-01,Sports,Maharashtra,Premium,78,77,77,97,1232475.79,15800.971666667,10775.131923076924
2025-02-01,Sports,Tamil Nadu,New,55,55,53,82,1158314.1199999999,21060.256727273,13949.943636363636
2025-02-01,Grocery,West Bengal,New,50,50,48,67,1067608.23,21352.1646,12914.638799999999
2025-02-01,Beauty,West Bengal,New,51,51,48,64,882341.54,17300.814509804,14627.789215686276
2025-02-01,Sports,West Bengal,Regular,188,184,172,264,4077160.4899999998,21687.023882979,16322.081329787228
2025-02-01,Sports,Maharashtra,Regular,400,391,331,558,7874395.2900000028,19685.988225,15197.411725
2025-02-01,Beauty,West Bengal,Regular,174,172,160,219,3046511.2299999991,17508.685229885,14567.84908045977
2025-02-01,Electronics,Delhi,Premium,118,115,114,186,2941502.55,24927.987711864,13865.892118644064
2025-02-01,Electronics,Maharashtra,Regular,938,906,611,1315,19225427.269999996,20496.191119403,15048.537324093817
2025-02-01,Sports,Maharashtra,New,91,90,85,129,1450158.6099999994,15935.808901099,12785.927362637363
2025-02-01,Electronics,Delhi,New,113,108,108,161,2065595.8099999994,18279.608938053,13153.608849557522
2025-02-01,Fashion,West Bengal,Premium,70,69,70,92,1523265.89,21760.941285714,16559.258285714284
2025-02-01,Grocery,Maharashtra,Premium,92,92,88,119,1996952.4300000004,21706.004673913,16386.204673913046
2025-02-01,Home & Kitchen,West Bengal,Premium,71,71,68,92,992445.73,13978.108873239,11403.281408450703
2025-02-01,Beauty,Maharashtra,Regular,422,413,344,594,8005885.2699999986,18971.292109005,13826.189620853087
2025-02-01,Electronics,West Bengal,Premium,72,70,71,104,1915176.0100000002,26599.666805556,16493.145416666666
2025-02-01,Beauty,Delhi,Premium,65,65,64,101,1078238.7999999998,16588.289230769,11105.300153846156
2025-02-01,Grocery,Maharashtra,New,93,92,91,122,2233685.82,24018.127096774,18675.039784946239
2025-02-01,Fashion,Delhi,New,111,109,107,161,2102180.5,18938.563063063,12748.083513513515
2025-02-01,Home & Kitchen,West Bengal,New,74,73,70,101,1683352.49,22748.006621622,15987.144729729731
2025-02-01,Fashion,Maharashtra,Regular,771,748,535,1058,16676824.550000006,21630.122632944,15661.430817120623
2025-02-01,Fashion,West Bengal,New,79,78,73,111,1529389.8600000003,19359.365316456,13460.595316455694
2025-02-01,Fashion,Delhi,Premium,98,96,94,131,2332365.8499999996,23799.651530612,16400.770510204075
2025-02-01,Home & Kitchen,Maharashtra,Regular,694,673,506,973,14445240.130000008,20814.46704611,15404.454452449574
2025-02-01,Home & Kitchen,Delhi,New,91,91,87,125,1889960.5600000003,20768.797362637,16935.328131868133
2025-02-01,Home & Kitchen,Delhi,Premium,78,78,72,105,1525231.6199999999,19554.251538462,16370.493461538465
2025-02-01,Beauty,Maharashtra,New,103,102,96,133,2466629.1,23947.855339806,16908.832330097088
2025-02-01,Grocery,Maharashtra,Regular,478,468,368,652,8854012.1200000029,18523.03790795,13780.481485355649
2025-02-01,Electronics,Maharashtra,Premium,207,199,189,298,3264454.080000001,15770.309565217,11340.517487922705
2025-03-01,Grocery,Karnataka,New,73,71,72,102,1349171.1199999999,18481.796164384,12661.97890410959
2025-03-01,Beauty,West Bengal,Premium,51,51,51,76,1606504.4800000002,31500.087843137,20617.632745098035
2025-03-01,Beauty,Delhi,New,70,69,69,96,990950.46,14156.435142857,11275.687714285714
2025-03-01,Electronics,Tamil Nadu,New,136,133,128,183,2426418.5300000003,17841.312720588,14191.50536764706
2025-03-01,Home & Kitchen,Delhi,Regular,452,435,373,642,9745139.8699999955,21560.043960177,14999.432876106204
2025-03-01,Home & Kitchen,Uttar Pradesh,Regular,663,644,476,886,12701573.789999997,19157.728190045,14331.244313725496
2025-03-01,Fashion,West Bengal,Premium,99,97,98,136,1683704.4000000001,17007.115151515,13621.842626262627
2025-03-01,Electronics,West Bengal,New,99,97,95,126,1682795.21,16997.931414141,14510.378080808083
2025-03-01,Sports,Karnataka,New,73,72,71,96,1343800.3399999999,18408.223835616,15378.97589041096
2025-03-01,Sports,Maharashtra,Regular,448,443,357,612,9140145.4800000023,20402.110446429,15545.813102678572
2025-03-01,Fashion,West Bengal,New,97,95,92,135,1437157.51,14816.056804124,9588.4608247422711
2025-03-01,Home & Kitchen,Telangana,New,92,91,87,131,1890858.36,20552.80826087,13769.689130434785
2025-03-01,Sports,Tamil Nadu,Premium,82,80,78,120,1868955.7000000002,22792.142682927,16205.47719512195
2025-03-01,Beauty,Uttar Pradesh,Regular,432,423,340,605,8381185.870000002,19400.893217593,14314.824120370366
2025-03-01,Grocery,Uttar Pradesh,Regular,424,413,350,582,7856649.5399999991,18529.833820755,13082.70615566038
2025-03-01,Beauty,Karnataka,Premium,72,68,67,97,1399816.4899999998,19441.895694444,13350.40388888889
2025-03-01,Fashion,Delhi,Regular,517,500,393,708,11038595.849999996,21351.249226306,15604.374081237913
2025-03-01,Home & Kitchen,Tamil Nadu,Premium,114,109,101,161,2254220.2500000005,19773.861842105,14653.198947368421
2025-03-01,Grocery,Tamil Nadu,Premium,89,86,85,131,2134393.88,23981.953707865,14342.403483146067
2025-03-01,Fashion,Uttar Pradesh,Regular,722,690,506,1012,18452083.489999995,25556.90234072,17665.491468144039
2025-03-01,Home & Kitchen,Maharashtra,Premium,178,167,166,243,3630335.6400000015,20395.144044944,14783.317584269662
2025-03-01,Beauty,Karnataka,Regular,437,428,351,596,9293687.35,21267.019107551,14885.899038901605
2025-03-01,Grocery,Maharashtra,New,104,102,97,151,1991561.7799999996,19149.6325,13810.004999999997
2025-03-01,Grocery,Delhi,Premium,69,67,66,92,1513421.0599999998,21933.638550725,16557.739999999998
2025-03-01,Grocery,Tamil Nadu,New,73,69,70,103,1223397.37,16758.868082192,12402.623150684933
2025-03-01,Grocery,Telangana,New,83,82,79,111,1555438.4899999998,18740.222771084,13383.415542168674
2025-03-01,Grocery,Maharashtra,Regular,492,487,389,702,10541415.909999995,21425.642093496,14905.465040650404
2025-03-01,Home & Kitchen,Delhi,Premium,77,77,75,98,1104639.1400000001,14345.962857143,12839.794935064934
2025-03-01,Electronics,Gujarat,Regular,559,534,421,781,12610220.789999995,22558.53450805,16404.055062611817
2025-03-01,Electronics,West Bengal,Premium,102,95,99,156,2983092.1500000004,29246.001470588,18403.139509803914
2025-03-01,Beauty,Maharashtra,Premium,121,119,113,166,2052492.2899999998,16962.746198347,12823.9273553719
2025-03-01,Beauty,Maharashtra,New,102,101,99,141,2171609.22,21290.286470588,15186.170294117645
2025-03-01,Beauty,Maharashtra,Regular,498,489,397,703,10497000.359999996,21078.313975904,14944.978614457825
2025-03-01,Sports,Karnataka,Premium,79,78,77,110,1309122.46,16571.170379747,13242.973797468356
2025-03-01,Grocery,Karnataka,Regular,429,419,347,596,7565823.6799999988,17635.952634033,13416.352960372966
2025-03-01,Grocery,Telangana,Premium,82,81,77,120,1651959.6800000002,20145.849756098,12799.789756097562
2025-03-01,Electronics,West Bengal,Regular,484,466,380,657,8852740.18,18290.785495868,14402.165289256203
2025-03-01,Electronics,Delhi,Regular,575,548,437,801,13137406.379999999,22847.663269565,15635.304817391308
2025-03-01,Home & Kitchen,Telangana,Premium,131,129,127,172,3100507.3900000006,23667.995343511,17460.214198473281
2025-03-01,Home & Kitchen,Delhi,New,88,87,86,115,1649782.69,18747.530568182,15719.772727272728
2025-03-01,Home & Kitchen,Tamil Nadu,New,106,104,100,139,2556340.17,24116.416698113,18435.554905660378
2025-03-01,Beauty,Delhi,Regular,309,301,265,416,6739426.3200000012,21810.441165049,16028.506699029133
2025-03-01,Sports,Delhi,Premium,57,56,57,84,887503.45,15570.235964912,12600.128070175437
2025-03-01,Fashion,Maharashtra,New,175,170,159,253,3523541.4299999997,20134.522457143,13938.355428571427
2025-03-01,Fashion,Maharashtra,Premium,172,165,159,228,4121189.3099999996,23960.402965116,16865.20488372093
2025-03-01,Sports,Uttar Pradesh,Regular,328,324,278,449,7173790.5200000023,21871.312560976,15914.882743902441
2025-03-01,Electronics,Uttar Pradesh,Premium,213,197,199,305,3236323.310000001,15194.006150235,11412.744835680753
2025-03-01,Electronics,Uttar Pradesh,New,209,197,190,290,4050633.4799999991,19381.021435407,14235.703397129184
2025-03-01,Fashion,Telangana,New,141,137,127,211,3052298.5700000008,21647.507588652,12853.647943262415
2025-03-01,Fashion,Telangana,Premium,142,136,135,191,2638382.08,18580.155492958,13690.960211267606
2025-03-01,Fashion,Gujarat,Regular,486,467,378,681,9071839.5799999982,18666.336584362,14095.495925925925
2025-03-01,Grocery,West Bengal,Regular,235,232,213,323,5220294.6600000011,22214.019829787,15177.272851063832
2025-03-01,Home & Kitchen,West Bengal,Premium,83,81,80,115,1809576.2999999998,21802.124096386,20044.259879518071
2025-03-01,Grocery,Delhi,Regular,284,279,248,384,5681431.7,20005.041197183,14562.50823943662
2025-03-01,Electronics,Uttar Pradesh,Regular,872,842,583,1247,18184734.200000007,20854.052981651,14746.430699541283
2025-03-01,Sports,Gujarat,New,48,47,47,72,1228863.7600000002,25601.328333333,16569.4
2025-03-01,Beauty,West Bengal,Regular,244,238,214,341,5196416.8500000015,21296.790368852,14113.321147540981
2025-03-01,Home & Kitchen,Gujarat,Regular,418,404,336,598,9581519.1300000027,22922.294569378,16098.161842105259
2025-03-01,Fashion,Karnataka,Regular,756,735,530,1061,15255457.430000011,20179.176494709,14479.737367724871
2025-03-01,Fashion,Uttar Pradesh,New,173,162,154,232,3775786.5599999996,21825.35583815,15662.159421965318
2025-03-01,Grocery,Gujarat,Regular,299,289,248,413,6172298.9099999992,20643.140167224,15680.785886287626
2025-03-01,Beauty,Telangana,New,72,72,69,96,1113116.15,15459.946527778,11612.191388888887
2025-03-01,Sports,Telangana,New,71,68,68,88,1370869.5600000003,19308.021971831,17334.546056338026
2025-03-01,Sports,Karnataka,Regular,370,365,315,497,6770472.3,18298.573783784,13883.990486486487
2025-03-01,Beauty,Gujarat,New,56,56,55,82,1184182.9200000002,21146.123571429,14902.403214285714
2025-03-01,Electronics,Telangana,Premium,170,167,159,231,3605722.4999999991,21210.132352941,16138.562352941177
2025-03-01,Electronics,Maharashtra,New,207,199,188,286,4426337.18,21383.271400966,14878.887439613527
2025-03-01,Electronics,Telangana,New,174,161,163,238,4195067.44,24109.582988506,17804.733735632191
2025-03-01,Fashion,Uttar Pradesh,Premium,166,161,153,226,4749645.11,28612.319939759,19568.08096385542
2025-03-01,Beauty,Telangana,Premium,69,68,67,105,1360808.08,19721.856231884,14122.564927536234
2025-03-01,Beauty,Tamil Nadu,New,68,67,66,89,1547427.8800000001,22756.292352941,15814.406617647061
2025-03-01,Grocery,Gujarat,New,58,58,56,92,820712.60999999987,14150.217413793,11183.947068965515
2025-03-01,Sports,Gujarat,Premium,46,46,43,64,668131.44,14524.596521739,10855.780217391302
2025-03-01,Home & Kitchen,Uttar Pradesh,New,149,142,134,223,3296083.2399999998,22121.364026846,15591.302953020135
2025-03-01,Home & Kitchen,Maharashtra,Regular,757,734,513,1054,16323689.070000006,21563.657952444,15597.7636327609
2025-03-01,Home & Kitchen,Uttar Pradesh,Premium,144,140,133,195,2852646.1700000004,19810.042847222,13987.421736111113
2025-03-01,Fashion,Tamil Nadu,New,140,136,127,193,3027628.2499999995,21625.916071429,16132.651500000002
2025-03-01,Beauty,Gujarat,Regular,267,262,231,350,4852106.84,18172.684794007,14260.134794007492
2025-03-01,Beauty,Karnataka,New,94,94,92,132,1783104.48,18969.196595745,14279.58
2025-03-01,Fashion,West Bengal,Regular,415,399,339,579,9776795.5200000014,23558.543421687,16557.764457831334
2025-03-01,Beauty,Gujarat,Premium,61,60,55,79,935944.56999999983,15343.353606557,9663.4632786885231
2025-03-01,Grocery,West Bengal,Premium,38,38,37,55,771234.77999999991,20295.652105263,13900.466842105263
2025-03-01,Sports,Telangana,Premium,63,62,62,97,1742114.9099999997,27652.617619048,18523.434603174606
2025-03-01,Sports,Delhi,Regular,239,239,207,316,4486109.9099999983,18770.334351464,13739.804309623432
